epoch;train_loss;val_loss
1;669.4090104070073;340.234067786695
2;279.9757895137939;332.10744223891805
3;262.35555367700897;323.0597365065215
4;251.82514028426564;319.2819606316903
5;245.9786199286084;314.66999281478564
6;242.70838447769523;312.8988747299602
7;240.48705476886008;310.5195523157318
8;238.9563177041476;307.46572735613813
9;237.47696593222034;309.57089841259693
10;236.54378619195603;302.21326507092937
11;235.04793087248356;303.2297840231604
12;234.3074759015776;301.92820920859316
13;233.7102781774343;304.07044209217105
14;232.7629298340005;299.8642048821605
15;232.00807208807367;306.3350695148774
16;231.33900859668;300.8334420654116
17;230.45822497731658;308.85209252784796
18;230.7469524178535;310.5453261876319
19;229.4099238565799;300.26190075746985
20;229.00389976262497;302.38423029959023
21;228.69686832295918;299.49727669101793
22;228.22537458843027;299.85390271489626
23;227.9331668988337;301.65397200315573
24;227.08150944519545;298.15389351887234
25;226.9659251896336;295.96092124508823
26;226.31582432063624;296.83491394993814
27;226.02626119098608;303.8272841705413
28;225.78233198297326;301.3097509276619
29;225.48209982550344;298.9879708219353
30;225.38752373036007;301.8642929258262
31;224.78093636472195;298.0292418844976
32;224.31980134817465;297.16901216591856
33;223.88450179082741;298.49848850827544
34;224.07467192295476;297.5097503435718
35;224.13616984612943;295.40183390495685
36;223.26677803721242;308.08642993553457
37;222.73017254686968;298.63951719833057
38;222.79197460442458;295.86594327479514
39;222.3577137867531;296.595073303766
40;221.98928762574891;295.9259911715454
