epoch;train_loss;val_loss
1;649.9909663365455;347.53260347043727
2;277.7082844679795;330.0641707468457
3;261.0478335065178;326.0867237691002
4;251.84257399662468;321.3888394386903
5;246.73591702313774;315.165749863984
6;243.65884745793102;309.96245165182506
7;240.833233821679;308.8422484242244
8;238.878154944556;305.2229977955804
9;237.44354549399154;304.80296858835646
10;235.88304507956425;303.52664895439716
11;235.11436018423402;303.53253033465376
12;234.0320933185078;306.67603373315285
13;232.98965242551256;301.7790121989717
14;232.0216155638602;303.2652403268333
15;231.66510126734582;304.68857037914967
16;230.8185898063602;299.57732181945255
17;230.40161927698313;304.6988906973547
18;229.46333378641825;302.233189896943
19;229.10884376724601;303.7227526644925
20;228.7556908843622;300.02631580794247
21;228.15542186230195;301.6232329801565
22;227.38083453481832;300.33008968228756
23;227.26045152090032;298.63326358512177
24;226.92790163557717;298.4114396183003
25;226.454357281794;299.3164964443852
26;225.98436470170088;300.9037023482054
27;225.3375899393174;298.402898363968
28;225.2388483959969;303.54804285202255
29;224.76701636460604;300.71650833899616
30;224.94561289892;304.3755992810167
31;224.0451012022457;300.8463920797014
32;223.71500550674756;300.6710858896861
33;223.60992007533827;300.3229689895222
34;223.66934373140572;299.3456979519536
35;223.14442611377387;300.379055860842
36;222.61193630320383;297.2399216490613
37;222.26941752598853;297.0203085879544
38;221.99378777367818;299.6667689541327
39;222.10079771671366;296.44171234266696
40;221.53915054618113;303.8332471196658
