epoch;train_loss;val_loss
1;663.8362976102636;444.7692131019238
2;368.4567571804867;420.0714721912114
3;350.33788877497034;411.96632707164383
4;341.2687329032586;397.6190008176526
5;335.9400399580319;398.9595826839729
6;333.23440606913175;394.3737760748649
7;330.190507382934;394.18083844035976
8;327.750445829059;393.5722314931923
9;326.1192949694339;392.65268306049427
10;324.2360039900474;388.63335859439616
11;323.23296956871485;389.44656725067813
12;322.30732302696794;390.139542018196
13;321.19844844627266;391.7130744190318
14;320.2815892988021;398.8797710561062
15;319.9142267531851;395.36413485025145
16;318.0298867357642;389.2642304361638
17;317.58891086583213;391.4874382600109
18;317.39058276126156;388.12766333853847
19;316.22305812430426;390.51027448179155
20;315.48151115469796;387.5483232688468
21;315.3913908690166;388.1928537837985
22;314.70630137728443;388.786251922282
23;314.67532566186486;387.173492893588
24;314.8236579727099;392.44196998846047
25;313.6641579668921;386.7252350579848
26;313.926288872763;391.025208655515
27;313.730804313867;384.568757986169
28;314.5340930548306;384.71476303704895
29;313.06278533309074;391.4403434631394
30;312.7205717079849;386.0672672646516
31;311.8607797357076;389.7808191280554
32;311.697861548656;384.58762090004586
33;310.89265332940084;383.4212084128851
34;311.1340631991814;384.55831855140565
35;310.92263178581976;390.85700275220677
36;311.02432166725777;380.86350609633365
37;310.91832876500115;392.1395722336199
38;309.9785488389907;380.5447776689842
39;310.01326270714185;385.2218761778205
40;310.30324666239534;386.12930248751496
41;310.02911004492967;391.22415421740845
42;310.1413117068633;385.6449384435115
43;309.81063333619693;380.75004665958727
44;309.8167442561387;390.5355492596942
45;309.18483144601413;385.0932029003599
46;308.92014406230544;388.5630568905995
47;309.7462933733372;382.38903594470986
48;308.7438641044961;389.40025191586705
