feature;importance_mean;importance_std
Rank;17.512487380935617;0.16660117797978227
Points_rolling_mean_4w;15.405764391283139;0.1371338536019047
Points (Total);13.46856763543019;0.1571655272597548
Rank_rolling_mean_4w;9.533401435508178;0.1136960205997272
Rank_last_week;2.6216653481869203;0.06025279179658762
Weeks_on_chart;0.9918023269877493;0.01421585831890154
Valence;0.14988638338920096;0.01393497993325679
Danceability;0.14942455745081523;0.0068304636860143765
Artist_Hotness;0.11966549138974632;0.009311782508079403
Points_change;0.08399052909510658;0.012176721398663454
Points_last_week;0.06722561637546676;0.006434737253277049
Acousticness;0.05355135411171652;0.0053418857493850135
Rank_change;0.04722555524687806;0.010069326562473016
Loudness_Corrected;0.044065127096200384;0.0077764347432220885
Energy;0.03923534395590593;0.005087214277104862
Artist_Count;0.00508913795763366;0.0011547284012391192
Nationality_Count;-0.0006286446227248277;0.005258084568639699
Instrumentalness;-0.007829823146049363;0.006366251180531252
Speechiness;-0.0327260371330544;0.0067128702823185055
