feature;importance_mean;importance_std
Rank_rolling_mean_4w;17.808250411448284;0.1555325259949964
Rank;17.11465570658145;0.15507477655046475
Points (Total);13.887083206295198;0.1375001398382714
Points_rolling_mean_4w;10.598930078718038;0.12032522494148083
Points_last_week;4.749805634143756;0.04122297327910655
Rank_last_week;2.606483846170581;0.046648331331551614
Weeks_on_chart;0.9806480514238286;0.025364805675381616
Points_change;0.20878945021685738;0.00827542398857885
Danceability;0.1862651647407283;0.012829954436666261
Valence;0.17092178970136357;0.017785969658589633
Artist_Hotness;0.15846576935101578;0.014039967244849369
Loudness_Corrected;0.03945159257205848;0.008319668382109301
Acousticness;0.03456801027585819;0.008835124902872448
Artist_Count;0.03406698875184624;0.011797379607990141
Rank_change;0.0313760888427014;0.00607806946124469
Energy;0.025324112724826264;0.00734008687208313
Nationality_Count;0.01936001365431359;0.015000572801346045
Instrumentalness;0.003466575456046783;0.006064332616405046
Speechiness;-0.052595457542424916;0.007407010774737702
